,id,host_acceptance_rate,host_is_superhost,neighbourhood,latitude,longitude,room_type,accommodates,bedrooms,beds,amenities,price_in_dollar,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews_l30d,review_scores_rating,instant_bookable,price_per_person,minimum_price,discount_per_5_days_booked,discount_per_10_days_booked,discount_per_30_and_more_days_booked,service_cost,available,five_day_dollar_price
336,3508800,0.83,False,Watergraafsmeer,52.34,4.902,Private room,2,1,1,4,65.0,5,180,True,0,0,4.31,False,32.5,325.0,0.06,0.12,0.16,2.99,0.5342465753424658,278.3972602739726
337,3565477,0.64,False,Westerpark,52.4,4.88,Entire home/apt,4,2,3,9,186.0,3,14,True,0,3,4.92,False,46.5,558.0,0.07,0.21,0.2,4.99,0.07671232876712329,928.4931506849315
338,3590060,0.59,False,Centrum-Oost,52.38,4.906,Entire home/apt,4,2,4,11,250.0,5,31,True,0,1,4.89,False,62.5,1250.0,0.09,0.1,0.31,4.99,0.0027397260273972603,1250.0
339,3604547,0.78,False,Westerpark,52.38,4.87,Entire home/apt,2,1,1,18,245.0,5,1125,True,0,2,4.93,False,122.5,1225.0,0.07,0.15,0.25,4.99,0.4273972602739726,1225.0
340,3690880,0.82,True,Centrum-Oost,52.38,4.92,Private room,2,1,1,2,150.0,3,1125,True,6,4,4.93,False,75.0,450.0,0.07,0.2,0.14,4.99,0.3013698630136986,665.4109589041096
341,3696035,0.0,False,Oud-Noord,52.4,4.914,Entire home/apt,4,2,3,6,145.0,3,21,True,0,0,4.83,False,36.25,435.0,0.07,0.13,0.17,4.99,0.3917808219178082,725.0
342,3698780,0.17,False,De Pijp - Rivierenbuurt,52.34,4.9,Entire home/apt,4,2,7,3,154.0,3,60,True,0,0,4.72,False,38.5,462.0,0.06,0.2,0.19,4.99,0.021917808219178082,770.0
343,3700218,1.0,False,Noord-West,52.4,4.9,Private room,2,1,1,1,75.0,3,1125,True,2,3,4.83,False,37.5,225.0,0.05,0.13,0.16,4.99,0.005479452054794521,375.0
344,3708105,0.25,False,De Baarsjes - Oud-West,52.38,4.875,Entire home/apt,4,2,4,4,138.0,5,1125,True,0,0,4.67,False,34.5,690.0,0.07,0.14,0.17,4.99,0.4246575342465753,713.5342465753424
345,3722301,1.0,True,Centrum-Oost,52.38,4.89,Entire home/apt,4,2,4,12,379.0,2,1124,True,1,4,4.98,True,94.75,758.0,0.1,0.18,0.21,4.99,0.547945205479452,1876.0958904109589
346,3724060,0.73,False,De Baarsjes - Oud-West,52.38,4.875,Entire home/apt,2,1,1,8,211.0,3,7,True,0,1,4.93,False,105.5,633.0,0.14,0.13,0.16,4.99,0.5452054794520548,1411.5753424657535
347,3758059,0.69,False,De Pijp - Rivierenbuurt,52.34,4.89,Entire home/apt,4,2,4,5,115.0,7,365,True,0,0,4.57,False,28.75,805.0,0.07,0.09,0.19,4.99,0.0,575.0
348,3763507,1.0,True,Centrum-West,52.38,4.89,Private room,2,1,1,4,136.0,3,31,True,3,4,5.0,True,68.0,408.0,0.04,0.06,0.19,4.99,0.13424657534246576,655.2054794520548
349,3763895,1.0,True,De Baarsjes - Oud-West,52.38,4.863,Private room,2,1,1,2,76.0,3,13,True,2,2,4.75,True,38.0,228.0,0.05,0.11,0.15,4.99,0.03561643835616438,384.6849315068493
350,3793956,0.0,False,Westerpark,52.38,4.88,Entire home/apt,4,2,3,17,525.0,3,10,True,0,0,4.46,True,131.2,1575.0,0.12,0.16,0.24,10.99,0.13972602739726028,2627.7123287671234
351,3804795,0.33,False,De Baarsjes - Oud-West,52.38,4.863,Entire home/apt,2,1,1,10,279.0,5,60,True,0,1,5.0,False,139.5,1395.0,0.1,0.15,0.3,4.99,0.3917808219178082,1398.7260273972602
352,3829648,0.79,False,Centrum-West,52.38,4.883,Entire home/apt,4,2,5,20,489.0,7,150,True,4,0,4.58,True,122.25,3423.0,0.11,0.18,0.3,10.99,0.4,3296.698630136986
353,3840321,1.0,True,Oud-Oost,52.34,4.906,Private room,2,1,1,5,75.0,4,14,True,4,2,4.9,False,37.5,300.0,0.05,0.11,0.16,4.99,0.052054794520547946,377.32876712328766
354,3841266,0.5,False,De Baarsjes - Oud-West,52.38,4.86,Entire home/apt,2,1,1,12,300.0,18,1125,True,5,0,4.97,False,150.0,5400.0,0.05,0.12,0.13,4.99,0.09041095890410959,1500.0
355,3850766,1.0,False,IJburg - Zeeburgereiland,52.38,4.984,Private room,3,1,2,9,95.0,3,90,True,2,5,4.78,False,31.67,285.0,0.06,0.11,0.14,4.99,0.021917808219178082,488.67123287671234
356,3853993,0.1,False,Oud-Noord,52.38,4.92,Entire home/apt,4,2,2,7,125.0,3,1125,True,0,1,4.76,False,31.25,375.0,0.07,0.08,0.17,4.99,0.005479452054794521,730.4794520547945
357,3856186,0.33,False,Centrum-West,52.38,4.887,Entire home/apt,4,2,2,12,275.0,5,30,True,4,1,4.96,False,68.75,1375.0,0.14,0.23,0.3,4.99,0.43561643835616437,1471.123287671233
358,3856777,1.0,False,De Baarsjes - Oud-West,52.38,4.87,Entire home/apt,2,1,1,13,222.0,5,1125,True,1,0,4.88,False,111.0,1110.0,0.06,0.16,0.19,4.99,0.11232876712328767,1115.8219178082193
359,3879930,0.03,False,Centrum-Oost,52.38,4.934,Entire home/apt,4,2,3,13,325.0,3,14,True,1,2,4.9,False,81.25,975.0,0.09,0.29,0.24,4.99,0.043835616438356165,1625.0
360,3911407,0.56,True,Centrum-West,52.38,4.89,Entire home/apt,4,2,2,6,192.0,7,1125,True,13,1,4.93,False,48.0,1344.0,0.07,0.17,0.21,4.99,0.5232876712328767,825.6986301369863
361,3917964,0.27,False,Oud-Oost,52.34,4.926,Entire home/apt,2,1,2,11,296.0,3,1125,True,20,0,4.88,False,148.0,888.0,0.12,0.29,0.18,4.99,0.9452054794520548,1481.986301369863
362,3926355,1.0,False,Oostelijk Havengebied - Indische Buurt,52.38,4.94,Private room,4,1,3,8,189.0,3,1125,True,2,7,4.72,True,47.25,567.0,0.1,0.18,0.16,4.99,0.23835616438356164,1037.6438356164383
363,3929712,1.0,True,Centrum-West,52.38,4.895,Private room,2,1,1,8,87.0,3,40,True,1,3,4.89,False,43.5,261.0,0.04,0.15,0.15,4.99,0.2465753424657534,477.5342465753425
364,3938749,0.25,False,Buitenveldert - Zuidas,52.3,4.86,Entire home/apt,2,1,1,7,110.0,3,1125,True,0,0,4.83,False,55.0,330.0,0.07,0.16,0.16,4.99,0.005479452054794521,550.0
365,3955896,0.0,False,De Baarsjes - Oud-West,52.38,4.863,Entire home/apt,2,1,1,4,106.0,2,1125,True,0,0,4.8,False,53.0,212.0,0.07,0.13,0.17,4.99,0.057534246575342465,528.4931506849315
366,3974283,0.47,False,De Pijp - Rivierenbuurt,52.34,4.895,Entire home/apt,2,1,1,5,125.0,3,1125,True,0,3,4.92,False,62.5,375.0,0.06,0.19,0.15,4.99,0.4246575342465753,625.0
367,3982031,1.0,True,Centrum-Oost,52.38,4.9,Entire home/apt,2,1,1,7,137.0,5,1125,True,4,4,4.93,False,68.5,685.0,0.06,0.17,0.13,4.99,0.2273972602739726,685.7534246575342
368,4011762,0.33,True,Centrum-West,52.38,4.887,Entire home/apt,6,3,3,9,225.0,7,180,True,6,2,4.67,False,37.5,1575.0,0.09,0.22,0.18,4.99,0.6301369863013698,892.8082191780821
369,4029316,0.36,False,Zuid,52.34,4.887,Entire home/apt,2,1,1,7,153.0,7,90,True,0,0,4.81,False,76.5,1071.0,0.07,0.19,0.22,4.99,0.0,764.2465753424658
370,4035170,1.0,True,Centrum-West,52.38,4.887,Entire home/apt,4,2,2,9,240.0,3,365,True,1,0,4.9,True,60.0,720.0,0.09,0.14,0.21,4.99,0.4794520547945205,1204.86301369863
371,4043288,0.94,True,Centrum-West,52.38,4.895,Private room,1,1,1,1,82.0,3,300,True,0,0,4.56,True,82.0,246.0,0.06,0.12,0.14,4.99,0.0,409.24657534246575
372,4052965,0.8,True,De Pijp - Rivierenbuurt,52.34,4.887,Private room,2,1,1,1,111.0,3,90,True,0,3,4.72,True,55.5,333.0,0.05,0.11,0.14,4.99,0.21643835616438356,619.0958904109589
373,4057394,0.0,False,Centrum-Oost,52.38,4.926,Entire home/apt,4,2,2,10,157.0,10,30,True,0,0,4.83,False,39.25,1570.0,0.06,0.18,0.22,4.99,0.0958904109589041,785.6164383561644
374,4062563,0.0,False,Zuid,52.34,4.85,Entire home/apt,3,2,1,6,199.0,4,14,True,5,0,4.94,False,66.3,796.0,0.07,0.16,0.21,4.99,0.18904109589041096,995.0
375,4147668,0.75,True,Oud-Oost,52.38,4.92,Private room,2,1,1,7,75.0,14,1125,True,3,1,4.82,False,37.5,1050.0,0.04,0.1,0.15,4.99,0.2547945205479452,364.35616438356163
376,4150731,1.0,False,Oud-Oost,52.34,4.91,Entire home/apt,2,1,1,13,196.0,2,5,True,0,2,4.87,False,98.0,392.0,0.07,0.17,0.2,4.99,0.00821917808219178,684.7945205479452
377,4157853,1.0,True,Centrum-West,52.38,4.9,Private room,2,1,1,7,180.0,2,1125,True,2,5,4.96,False,90.0,360.0,0.06,0.21,0.21,4.99,0.5452054794520548,804.5342465753424
378,4158675,1.0,False,Oud-Oost,52.34,4.92,Entire home/apt,2,1,1,7,128.0,2,15,True,0,0,5.0,False,64.0,256.0,0.05,0.14,0.14,4.99,0.0410958904109589,749.945205479452
379,4162988,1.0,False,Bos en Lommer,52.38,4.85,Entire home/apt,4,2,2,9,185.0,5,1125,True,0,1,5.0,True,46.25,925.0,0.08,0.2,0.27,4.99,0.01643835616438356,972.7397260273973
380,4185598,0.82,False,De Baarsjes - Oud-West,52.38,4.867,Entire home/apt,4,2,1,13,250.0,3,21,True,0,0,4.93,False,62.5,750.0,0.11,0.22,0.15,4.99,0.0,1250.0
381,4187658,0.36,False,Centrum-West,52.38,4.883,Entire home/apt,4,2,3,11,289.0,4,30,True,2,1,4.8,False,72.25,1156.0,0.08,0.21,0.2,4.99,0.005479452054794521,1446.2328767123288
382,4209897,0.49,False,Zuid,52.34,4.875,Entire home/apt,7,4,5,16,425.0,3,1125,True,0,1,4.74,True,60.72,1275.0,0.07,0.21,0.26,10.99,0.38904109589041097,2145.5479452054797
383,4216576,0.42,False,Oud-Noord,52.4,4.934,Entire home/apt,4,2,3,8,175.0,3,1125,True,0,1,5.0,False,43.75,525.0,0.06,0.2,0.25,4.99,0.0,875.0
384,4224540,0.9,True,De Pijp - Rivierenbuurt,52.34,4.902,Private room,4,1,2,6,100.0,2,10,True,5,5,4.88,True,25.0,200.0,0.07,0.15,0.19,4.99,0.26575342465753427,525.1369863013699
385,4248769,0.81,True,Centrum-Oost,52.38,4.902,Private room,2,1,1,9,153.0,3,15,True,3,4,4.88,True,76.5,459.0,0.05,0.18,0.17,4.99,0.1589041095890411,754.1095890410959
386,4282415,0.15,False,Centrum-West,52.38,4.883,Entire home/apt,4,2,3,11,232.0,3,1125,True,1,0,4.87,False,58.0,696.0,0.1,0.22,0.21,4.99,0.4849315068493151,1128.0821917808219
387,4299280,0.7,False,Centrum-Oost,52.38,4.895,Entire home/apt,4,2,3,5,185.0,3,15,True,0,0,4.7,False,46.25,555.0,0.07,0.21,0.22,4.99,0.0027397260273972603,1290.8082191780823
388,4320334,0.5,False,Oud-Oost,52.34,4.918,Entire home/apt,2,1,1,5,100.0,3,30,True,0,1,4.89,False,50.0,300.0,0.07,0.18,0.15,4.99,0.0,564.8767123287671
389,4374040,0.46,False,Zuid,52.34,4.855,Entire home/apt,3,2,1,5,108.0,4,31,True,0,0,4.86,False,36.0,432.0,0.08,0.1,0.15,4.99,0.0,539.3013698630137
390,4382235,0.6,False,De Pijp - Rivierenbuurt,52.34,4.906,Entire home/apt,4,2,1,12,189.0,3,22,True,3,0,4.82,False,47.25,567.0,0.06,0.2,0.19,4.99,0.00821917808219178,889.2602739726027
391,4386276,0.14,False,Oud-Oost,52.34,4.91,Entire home/apt,2,1,1,5,135.0,7,30,True,4,0,4.94,False,67.5,945.0,0.06,0.15,0.18,4.99,0.01643835616438356,676.0958904109589
392,4416539,1.0,False,Slotervaart,52.34,4.83,Entire home/apt,3,2,3,4,109.0,2,1125,True,3,1,4.62,False,36.34,218.0,0.07,0.07,0.2,4.99,0.00821917808219178,593.2602739726027
393,4435968,1.0,False,Watergraafsmeer,52.34,4.938,Entire home/apt,2,1,2,7,223.0,3,14,True,13,1,4.86,True,111.5,669.0,0.09,0.25,0.26,4.99,0.9205479452054794,2331.6164383561645
394,4445818,0.69,False,De Pijp - Rivierenbuurt,52.34,4.906,Entire home/apt,4,2,2,10,207.0,3,1125,True,7,0,4.6,False,51.75,621.0,0.09,0.13,0.23,4.99,0.13150684931506848,922.8630136986301
395,4448285,0.67,False,De Baarsjes - Oud-West,52.38,4.867,Entire home/apt,2,1,1,10,150.0,3,20,True,0,0,4.96,False,75.0,450.0,0.07,0.19,0.18,4.99,0.0,750.0
396,4455237,0.36,False,De Baarsjes - Oud-West,52.38,4.863,Entire home/apt,5,3,3,10,145.0,5,14,True,0,0,4.14,False,29.0,725.0,0.07,0.13,0.14,4.99,0.038356164383561646,669.3150684931506
397,4467898,0.0,False,IJburg - Zeeburgereiland,52.34,4.98,Entire home/apt,4,2,5,11,280.0,3,15,True,3,0,4.75,False,70.0,840.0,0.1,0.26,0.27,4.99,0.4602739726027397,1400.0
398,4487975,0.0,False,Oud-Oost,52.34,4.926,Entire home/apt,2,1,1,5,105.0,5,1125,True,0,0,4.88,False,52.5,525.0,0.05,0.12,0.17,4.99,0.4246575342465753,525.0
399,4488692,0.76,True,Centrum-Oost,52.38,4.887,Private room,4,1,4,8,220.0,4,60,True,3,8,4.91,True,55.0,880.0,0.07,0.22,0.21,4.99,0.5863013698630137,1104.9041095890411
400,4523624,0.55,False,Zuid,52.34,4.88,Entire home/apt,4,2,3,10,300.0,4,7,True,1,1,4.78,False,75.0,1200.0,0.1,0.22,0.21,4.99,0.4438356164383562,1500.0
401,4530308,0.0,False,Watergraafsmeer,52.34,4.953,Entire home/apt,6,3,6,13,225.0,3,1125,True,0,0,4.83,False,37.5,675.0,0.1,0.21,0.25,4.99,0.010958904109589041,1125.0
402,4590871,0.25,False,De Pijp - Rivierenbuurt,52.34,4.895,Entire home/apt,2,1,1,6,206.0,3,1125,True,0,0,4.95,False,103.0,618.0,0.07,0.21,0.23,4.99,0.0,1043.6301369863013
403,4591192,0.67,False,De Pijp - Rivierenbuurt,52.34,4.902,Private room,3,1,2,4,121.0,3,8,True,1,2,4.88,False,40.34,363.0,0.08,0.14,0.17,4.99,0.019178082191780823,617.4109589041096
404,4591819,0.63,False,De Pijp - Rivierenbuurt,52.34,4.906,Private room,2,1,1,9,89.0,3,1125,True,4,6,4.84,False,44.5,267.0,0.05,0.11,0.16,4.99,0.7643835616438356,445.0
405,4614017,0.58,True,Westerpark,52.4,4.883,Entire home/apt,16,8,16,26,729.0,3,1125,True,11,0,4.62,True,45.56,2187.0,0.12,0.15,0.32,10.99,0.6273972602739726,3730.5205479452056
406,4616816,0.72,False,De Pijp - Rivierenbuurt,52.34,4.906,Entire home/apt,4,2,3,8,164.0,3,16,True,0,0,4.6,False,41.0,492.0,0.07,0.16,0.19,4.99,0.0,821.2328767123288
407,4635416,0.93,True,Centrum-Oost,52.38,4.9,Private room,2,1,2,1,68.0,2,14,True,4,2,4.33,False,34.0,136.0,0.06,0.14,0.15,2.99,0.021917808219178082,316.6164383561644
408,4697911,1.0,False,Noord-Oost,52.4,4.957,Entire home/apt,4,2,5,1,90.0,4,30,True,0,1,4.53,False,22.5,360.0,0.07,0.11,0.17,4.99,0.005479452054794521,459.5890410958904
409,4714161,0.6,True,De Pijp - Rivierenbuurt,52.34,4.9,Private room,3,1,2,4,124.0,3,60,True,8,4,4.84,True,41.34,372.0,0.07,0.17,0.18,4.99,0.36164383561643837,620.0
410,4743452,0.58,False,De Baarsjes - Oud-West,52.38,4.87,Entire home/apt,4,2,3,13,310.0,8,1125,True,0,0,4.92,False,77.5,2480.0,0.05,0.24,0.23,4.99,0.07945205479452055,1696.7260273972602
411,4748130,0.16,False,Centrum-Oost,52.38,4.926,Entire home/apt,2,1,1,12,250.0,3,30,True,0,1,4.9,False,125.0,750.0,0.13,0.2,0.35,4.99,0.0,1189.7260273972602
412,4756790,0.41,False,Zuid,52.34,4.855,Entire home/apt,2,1,1,2,255.0,3,1125,True,0,2,4.76,True,127.5,765.0,0.06,0.09,0.3,4.99,0.0,1275.0
413,4761760,0.8,False,Oostelijk Havengebied - Indische Buurt,52.38,4.94,Entire home/apt,4,2,4,5,175.0,4,1125,True,0,0,4.88,False,43.75,700.0,0.08,0.16,0.18,4.99,0.0027397260273972603,875.0
414,4763419,0.59,False,De Baarsjes - Oud-West,52.38,4.875,Entire home/apt,2,1,1,13,248.0,3,1125,True,0,1,4.97,False,124.0,744.0,0.07,0.11,0.25,4.99,0.00821917808219178,1277.1917808219177
415,4774677,1.0,False,Oostelijk Havengebied - Indische Buurt,52.38,4.934,Entire home/apt,3,2,1,6,75.0,3,18,True,0,0,4.51,False,25.0,225.0,0.05,0.1,0.17,4.99,0.0027397260273972603,378.83561643835617
416,4779111,0.61,False,De Baarsjes - Oud-West,52.38,4.86,Entire home/apt,3,2,2,1,140.0,3,14,True,0,1,4.64,False,46.66,420.0,0.06,0.11,0.19,4.99,0.4246575342465753,704.2465753424658
417,4815695,0.53,False,De Pijp - Rivierenbuurt,52.34,4.887,Entire home/apt,4,2,4,8,200.0,10,1125,True,7,1,4.73,True,50.0,2000.0,0.06,0.24,0.23,4.99,0.7589041095890411,912.8082191780821
418,4860508,0.0,False,Centrum-West,52.38,4.887,Entire home/apt,2,1,2,3,250.0,5,10,True,0,0,4.82,False,125.0,1250.0,0.08,0.18,0.16,4.99,0.0,1250.0
419,4861970,0.43,False,Bos en Lommer,52.38,4.848,Entire home/apt,4,2,2,1,103.0,3,1125,True,0,0,4.38,False,25.75,309.0,0.06,0.18,0.18,4.99,0.18356164383561643,500.2739726027397
420,4864025,0.02,False,Centrum-Oost,52.38,4.93,Entire home/apt,3,2,1,10,260.0,3,1125,True,0,0,5.0,False,86.7,780.0,0.07,0.23,0.23,4.99,0.0,1300.0
421,4864384,0.98,True,De Aker - Nieuw Sloten,52.34,4.79,Private room,2,1,1,5,64.0,3,365,True,5,5,4.4,False,32.0,192.0,0.04,0.08,0.15,2.99,0.821917808219178,407.05479452054794
422,4884158,0.81,False,De Baarsjes - Oud-West,52.38,4.867,Private room,4,1,4,4,131.0,3,120,True,7,4,4.66,False,32.75,393.0,0.06,0.11,0.16,4.99,0.7753424657534247,643.5068493150685
423,4892972,0.56,False,Zuid,52.34,4.887,Private room,2,1,1,1,131.0,4,1125,True,0,2,4.76,False,65.5,524.0,0.07,0.18,0.17,4.99,0.0027397260273972603,772.7397260273973
424,4898741,0.48,False,Centrum-Oost,52.38,4.902,Entire home/apt,4,2,2,8,175.0,3,7,True,0,0,4.82,False,43.75,525.0,0.09,0.16,0.18,4.99,0.0,1257.7534246575342
425,4934646,1.0,False,Oud-Oost,52.38,4.918,Private room,2,1,2,6,115.0,7,30,True,7,3,4.79,True,57.5,805.0,0.05,0.14,0.2,4.99,0.12602739726027398,571.5205479452055
426,4946084,0.0,False,Centrum-Oost,52.38,4.92,Entire home/apt,2,1,1,4,156.0,1,140,True,8,0,4.8,False,78.0,156.0,0.07,0.14,0.21,4.99,0.36164383561643837,778.4931506849315
427,4949644,0.63,False,Oud-Noord,52.4,4.92,Entire home/apt,5,3,4,8,250.0,3,1125,True,0,1,4.75,False,50.0,750.0,0.07,0.18,0.18,4.99,0.005479452054794521,1312.5890410958905
428,4991085,0.98,False,De Baarsjes - Oud-West,52.38,4.85,Private room,2,1,1,1,80.0,3,60,True,1,3,4.69,True,40.0,240.0,0.06,0.13,0.14,4.99,0.7863013698630137,400.7808219178082
429,5012728,0.88,True,De Aker - Nieuw Sloten,52.34,4.79,Private room,2,1,2,5,76.0,3,31,True,12,3,4.87,False,38.0,228.0,0.06,0.11,0.16,4.99,0.8301369863013699,361.4246575342466
430,5072326,0.0,False,Oud-Oost,52.38,4.914,Entire home/apt,4,2,2,6,167.0,4,30,True,0,0,4.88,False,41.75,668.0,0.06,0.18,0.16,4.99,0.0,835.4794520547945
431,5114153,0.68,False,Centrum-West,52.38,4.883,Entire home/apt,2,1,1,11,190.0,3,5,True,0,0,5.0,False,95.0,570.0,0.07,0.19,0.19,4.99,0.005479452054794521,950.0
432,5115463,0.35,False,De Pijp - Rivierenbuurt,52.34,4.902,Entire home/apt,4,2,3,5,155.0,2,24,True,0,1,4.86,False,38.75,310.0,0.07,0.27,0.16,4.99,0.021917808219178082,675.6027397260274
433,5132885,0.78,False,Centrum-Oost,52.38,4.9,Private room,4,1,3,11,372.0,1,1125,True,0,0,4.94,True,93.0,372.0,0.09,0.06,0.32,4.99,0.31232876712328766,1711.1780821917807
434,5133110,0.92,False,Centrum-West,52.38,4.887,Private room,4,1,2,18,343.0,1,1125,True,3,0,4.42,True,85.75,343.0,0.11,0.22,0.27,4.99,0.39452054794520547,1541.041095890411
435,5142163,0.1,False,Westerpark,52.38,4.887,Entire home/apt,2,1,1,2,150.0,3,30,True,7,0,4.82,False,75.0,450.0,0.08,0.23,0.22,4.99,0.7506849315068493,648.4931506849315
436,5177030,1.0,False,Oostelijk Havengebied - Indische Buurt,52.38,4.945,Entire home/apt,4,2,4,9,320.0,3,14,True,0,0,4.92,False,80.0,960.0,0.13,0.21,0.31,4.99,0.0410958904109589,1600.0
437,5184303,0.8,True,Centrum-West,52.38,4.887,Private room,4,1,3,10,240.0,4,20,True,0,2,4.87,True,60.0,960.0,0.11,0.11,0.25,4.99,0.8054794520547945,1204.9315068493152
438,5202774,0.8,False,Centrum-West,52.38,4.895,Entire home/apt,2,1,1,4,130.0,14,365,True,12,1,4.92,True,65.0,1820.0,0.07,0.16,0.18,4.99,0.09041095890410959,631.7123287671233
439,5349374,0.57,False,Westerpark,52.38,4.875,Entire home/apt,2,1,1,1,95.0,4,7,True,0,0,4.84,False,47.5,380.0,0.08,0.11,0.15,4.99,0.0,475.0
440,5390933,0.38,False,Centrum-Oost,52.38,4.902,Private room,4,1,4,15,307.0,2,180,True,4,3,4.83,False,76.75,614.0,0.14,0.26,0.18,4.99,0.5287671232876713,1554.109589041096
441,5401988,0.15,False,Oud-Oost,52.34,4.914,Entire home/apt,2,1,1,9,151.0,25,1125,True,2,0,4.65,False,75.5,3775.0,0.08,0.19,0.32,4.99,0.7698630136986301,756.986301369863
442,5427607,0.45,False,De Pijp - Rivierenbuurt,52.34,4.89,Entire home/apt,4,2,3,17,295.0,2,5,True,0,0,4.89,False,73.75,590.0,0.11,0.2,0.31,4.99,0.0,1499.9315068493152
443,5444330,0.0,False,De Pijp - Rivierenbuurt,52.34,4.89,Entire home/apt,4,2,1,6,175.0,4,1125,True,0,0,4.67,False,43.75,700.0,0.07,0.14,0.2,4.99,0.0,875.0
444,5450176,0.59,False,De Pijp - Rivierenbuurt,52.34,4.9,Entire home/apt,2,1,1,7,123.0,3,1125,True,0,2,4.72,False,61.5,369.0,0.06,0.14,0.17,4.99,0.00821917808219178,527.1232876712329
445,5453878,0.0,False,Zuid,52.34,4.863,Entire home/apt,2,1,1,11,220.0,3,28,True,14,0,4.97,False,110.0,660.0,0.12,0.07,0.3,4.99,0.09041095890410959,674.7260273972603
446,5474153,0.17,False,De Baarsjes - Oud-West,52.38,4.848,Entire home/apt,2,1,2,7,133.0,4,30,True,5,0,4.62,False,66.5,532.0,0.06,0.23,0.13,4.99,0.0136986301369863,587.2602739726027
447,5501544,0.91,True,Watergraafsmeer,52.34,4.926,Entire home/apt,4,2,3,3,136.0,3,1125,True,1,0,4.83,False,34.0,408.0,0.05,0.12,0.19,4.99,0.057534246575342465,699.8630136986301
448,5503580,0.5,False,Gaasperdam - Driemond,52.28,4.973,Entire home/apt,4,2,3,7,170.0,3,8,True,0,0,5.0,False,42.5,510.0,0.05,0.21,0.18,4.99,0.0027397260273972603,850.0
449,5519881,1.0,True,Westerpark,52.38,4.875,Entire home/apt,2,1,1,11,131.0,4,100,True,0,1,4.87,False,65.5,524.0,0.07,0.14,0.19,4.99,0.00821917808219178,659.1095890410959
450,5609836,1.0,False,Westerpark,52.38,4.875,Entire home/apt,2,1,2,5,175.0,3,1125,True,0,0,4.95,True,87.5,525.0,0.08,0.17,0.15,4.99,0.0,875.0
451,5617321,0.96,True,Centrum-West,52.38,4.887,Private room,2,1,1,9,175.0,3,8,True,1,4,4.87,True,87.5,525.0,0.07,0.21,0.2,4.99,0.09041095890410959,868.8356164383562
452,5625228,0.76,False,Centrum-Oost,52.38,4.914,Entire home/apt,2,1,1,7,140.0,3,1125,True,3,0,4.45,True,70.0,420.0,0.08,0.15,0.2,4.99,0.7178082191780822,702.7123287671233
453,5635872,0.18,False,Oud-Noord,52.38,4.914,Entire home/apt,5,3,6,12,150.0,7,40,True,17,0,4.86,False,30.0,1050.0,0.09,0.19,0.22,4.99,0.4904109589041096,750.0
454,5655600,1.0,False,De Baarsjes - Oud-West,52.38,4.863,Entire home/apt,4,2,2,3,190.0,5,1125,True,0,0,5.0,False,47.5,950.0,0.07,0.12,0.19,4.99,0.0,950.0
455,5663570,0.09,False,Centrum-West,52.38,4.88,Entire home/apt,2,1,1,9,203.0,3,1125,True,0,0,4.72,False,101.5,609.0,0.11,0.17,0.24,4.99,0.7616438356164383,1049.4520547945206
456,5663785,0.75,False,De Baarsjes - Oud-West,52.38,4.86,Entire home/apt,8,4,5,15,475.0,3,30,True,1,0,4.33,True,59.38,1425.0,0.08,0.17,0.2,10.99,0.0273972602739726,2383.219178082192
457,5666746,0.17,False,IJburg - Zeeburgereiland,52.34,5.008,Entire home/apt,5,3,8,12,499.0,4,21,True,0,0,4.66,True,99.8,1996.0,0.11,0.17,0.24,10.99,0.26575342465753427,2495.0
458,5671597,0.61,False,Centrum-Oost,52.38,4.906,Entire home/apt,4,2,2,14,299.0,3,20,True,0,0,4.82,False,74.75,897.0,0.12,0.3,0.27,4.99,0.019178082191780823,1495.0
459,5674097,0.12,False,Centrum-West,52.38,4.883,Entire home/apt,4,2,2,14,450.0,3,1125,True,3,0,4.62,True,112.5,1350.0,0.08,0.24,0.22,10.99,0.00821917808219178,2399.301369863014
460,5706436,1.0,False,Watergraafsmeer,52.34,4.938,Entire home/apt,4,2,3,11,275.0,4,19,True,0,0,4.89,False,68.75,1100.0,0.11,0.2,0.39,4.99,0.03287671232876712,1390.6849315068494
461,5722319,1.0,True,Oud-Noord,52.38,4.906,Private room,4,1,3,10,160.0,2,10,True,0,3,4.9,False,40.0,320.0,0.08,0.17,0.18,4.99,0.0821917808219178,800.0
462,5781996,0.16,False,Centrum-West,52.38,4.883,Entire home/apt,2,1,1,1,130.0,5,1125,True,0,1,4.74,False,65.0,650.0,0.06,0.19,0.15,4.99,0.00821917808219178,582.3287671232877
463,5809024,1.0,True,IJburg - Zeeburgereiland,52.34,4.996,Private room,3,1,2,3,86.0,3,30,True,4,3,4.84,False,28.67,258.0,0.06,0.15,0.15,4.99,0.7068493150684931,438.63013698630135
464,5819801,0.0,False,De Pijp - Rivierenbuurt,52.34,4.906,Entire home/apt,4,2,2,8,187.0,4,10,True,1,0,4.93,False,46.75,748.0,0.07,0.2,0.14,4.99,0.024657534246575342,935.8904109589041
465,5822367,0.43,False,Oud-Oost,52.38,4.93,Entire home/apt,2,1,1,10,120.0,14,30,True,0,0,4.72,False,60.0,1680.0,0.08,0.11,0.2,4.99,0.4246575342465753,600.0
466,5832006,0.48,False,Zuid,52.34,4.87,Entire home/apt,4,2,3,10,307.0,5,1125,True,0,0,4.88,False,76.75,1535.0,0.13,0.21,0.35,4.99,0.06027397260273973,1536.164383561644
